S NO,HOTEL NAME,FREE WIFI,FAMILY ROOMS,NON SMOKING ROOMS,RESTAURANT,BAR,HEATING,LIFT,BREAKFAST CUISINE 1,BREAKFAST CUISINE 2,BREAKFAST CUISINE 3
6480,Angel's Space,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6481,1 Bedroom Modern Apartment Near Crown and CBD,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6482,ACD Apartments,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6483,MelbCBD Central 1BR1BTH GymPool NYE Fireworks view,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6484,Contemporary 2-Bed Apartment in Melbourne CBD,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6485,lovely 1 Bedroom apt + Free parking,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6486,Spectacular Victoria Harbour Apartment Docklands,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6487,Cozy beachside flat in Hampton,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6488,Exclusive Stays - Southbank Tower,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6489,Astonishing Southbank Pearl Tower Residences near Crown Casino,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6490,Poets Retreat,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6491,Readyset Apartments at Midtown,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6492,2 Bed Apt with CAR Parking in SouthYarra（TF150221）,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6493,The Sebel Melbourne Malvern,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6494,Ocean view apartment close to CBD with indoor pool.,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6495,Grandhome Melbourne Airport & Shops,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6496,Carefree Carlton Living,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6497,Sunny Urban Oasis,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6498,Luxury St Kilda Townhouse in the Sky,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6499,WRAP on Southbank,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6500,H & D Apartments,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6501,Lovely older home,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6502,"Oceanview unit w/Free parking, pool, sauna, gym",YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6503,Melbourne Bourke Street Bliss,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6504,Lily Sands Inn,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6505,MY80 Apartment located in the inner of Melbourne CBD,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6506,Townhouses by Readyset at Beach,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6507,Sophisticated High-Rise Living,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6508,"2 bedroom Apartment with Pool, Gym and Rooftop",YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6509,Upstairs Studio Apartment with street access,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6510,Wsp quiet apartment with free parking,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6511,Gordon House Apartments,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6512,Glamorous 2Bdr with Hot tube in SouthMel (TF25223),YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6513,Stylish One Bedroom in CBD(LD300118),YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6514,Wsp advanced apartment in CBD free tram zone,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6515,Sweet Home Apartment North Melbourne,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6516,Sunny House - Melbourne Airport Home,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6517,Yara Accommodation,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6518,Seasons Heritage Melbourne,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6519,Elegant 3 brsAPT with 2 small car space (TF750722),YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6520,Stylish 2Bed Apt in Central CBD (TF41052201),YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6521,High Rise Unit in front of Crown with Free Parking,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6522,50 Green St Windsor,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6523,Stylish 2 Bedroom APT With CBD View Southbank,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6524,Seasons Botanic Gardens,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6525,Heart CBD 2Bed with 1 FREE Car Parking(TF502B22),YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6526,Cosy Hideaway Gem in Middle Park,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6527,Balwyn 短租房,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6528,Chic Urban Oasis,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6529,"Southbank Serenity 2BR, FREE Parking, and Wi-Fi",YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6530,"East Melbourne studio - MCG, CBD, Shops, Transport",YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6531,Riverfront Bliss - Walking distance to Showgrounds/Flemington Racecourse,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6532,Highlander INN,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6533,Fawkner Residence 1B2B condo Premium Netflix,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6534,1 Bed apartment in Essendon,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6535,Inner City Living,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6536,Top floor city 3BR amazing water views & location,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6537,Amazing 2B2B in the heart of CBD,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6538,Contemporary CBD 2b2b apt,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6539,Entire Unit in Front of Crown w/Free Parking,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6540,Stunning 2BR Apartment with Secure Garage,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6541,Urban Chic Retreat near Crown w/ Free Parking,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6542,Exquisite Elegance & Luxury Home,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6543,Quest Flemington Central,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6544,The Daisy House - Top convenient location,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6545,Stunning 1 Bed at New landmark Aus 108(TF41141901),NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6546,Sea&City View Apartment,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6547,KozyGuru / Abbotsford / Cosy 1Bed Apt / VAB813C,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6548,WSP Lux 3B2B Apa Southern Cross Station,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6549,Carlton Lygon Lodge,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6550,"Modern 2BR Apt nr Yarra river, Free Parking",YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6551,Modern 2 bedrooms APT in Mel CBD (TF110823),NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6552,Stylish 1 Bedroom in Collingwood(TF52622),NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6553,Victorian Terrace in the heart of it all!,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6554,The Eversley - a Stylish Terrace house in Fitzroy,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6555,2BR house close 2 melb airport,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6556,"2BR 2 BATH, Southbank, City View, Lvl 31",YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6557,Modern 3BR In High Rise w/ Sea View incl Carpark,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6558,The Richmond Cottage,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6559,Holiday House in Canterbury with pool,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6560,Luxe at Paris end Melbourne,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6561,Tranquil Retreat near to Airport,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6562,3BD/2BR Southern Cross + free parking,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6563,Modern 3 Bedroom Apartment with Amazing Views,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6564,Unbeatable location!,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6565,The One Grand Prix Living,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6566,2 beds 2 bath Apt *Free Carpark,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6567,Fitzroy Studio central location #169,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6568,Melbourne Carlton Central Apartment Hotel,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6569,Convenient location 1 bedroom apt in CBD#2913,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6570,Lovely 1-bedroom holiday apt in CBD#1001,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6571,Hidden gem in Melbourne city with FREE 6 car park & WiFi with large backyard,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6572,Central location Apt China town#608,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6573,Panoramic Views Two Bedrooms in Melbourne CBD-2,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6574,Birches Serviced Apartments,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6575,CBD central location 2 beds Apt#4106,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6576,Maison one bedroom apartment in South Yarra,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6577,Beautiful 2 Bedrooms w Kitchen! Possible Parking.,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6578,Entire House - The Charmer,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6579,Cheerful 2-Bedroom Home in Moonee Ponds,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6580,Bunny’s Sweet Home,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6581,Stylish St. Kilda Apartment,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6582,The Rooftop,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6583,Bayside Melbourne Apartment,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6584,Mega Style Apartments South Melbourne Townhouse,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6585,Spacious 2BR Central City Living,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6586,Comfy unit in front of Crown w/ Free Parking,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6587,Cozy unit close to Parliament w/Amazing City Views,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6588,Shadow Play Apartment,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6589,Luxury Modern Southbank apartment with free parking,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6590,Charming King beds Period Villa with Amazing rumpus and outdoor chimnea in inner east city,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6591,Super Luxury 2 bedroom Apt Well Furnished with Marvellous Views Convenient Location 1 Free Parking,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6592,NEWLY RENOVATED LARGE 3.5 BDRM HOUSE! BEST OF MELB,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6593,Caroline Serviced Apartments Brighton,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6594,Beautiful 2 Bedrooms w Kitchen & Carpark,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6595,Readyset Apartment at Jane Bell,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6596,Light filled grand family with return veranda,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6597,A stunning kitchen featuring marble bench tops,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6598,Exclusive Stays - Southbank Grand,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6599,Mantra on Russell,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6600,Kallara House - large family home (sleeps 12) with awesome cinema room,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6601,Located a few metres from Brighton beach,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6602,Close to Melb Airport Self contained large 2BR apartment,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6603,Cozy unit close to Parliament w/Amazing City Views,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6604,Carlton Stunning View Apartment 150m away from University of Melbourne,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6605,Comfy unit in front of Crown with Free Parking,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6606,Entire 4 Bedroom Townhouse -sleeps 6/7- All yours,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6607,Modern 2 Beds Apartment with Amazing City View,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6608,New modern 3 bedroom apartment in St Kilda East,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6609,Readyset Apartments at Dockside,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6610,Exclusive Stays - Prima Penthouse,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6611,Corporate Share House,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6612,Entire new and stylish one bedroom apartment,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6613,Readyset Apartments at Empire,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6614,Readyset Apartments at Verve,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6615,Extraordinary holiday stay for Melbourne explore,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6616,Readyset Apartments at Vision,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6617,Luxury Penthouse with Astonishing Bay and City Views,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6618,Aura on Flinders Serviced Apartments,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6619,Australia108 stylish apartments Southbank LaMaison,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6620,St Kilda Rd LVL4 2BDR2BATHR WIFI Albert Park,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6621,Exclusive Stays - SouthbankONE Penthouse,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6622,KOZYGURU DOCKLANDS HIGH LEVEL WATERVIEW 1BED POOL VDO883-2009,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6623,KOZYGURU DOCKLANDS LUXURY WATER VIEW APT 1 BED VDO915,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6624,Arrow on Swanston,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6625,10A Brunswick Living Studio Close to APT and CBD Free Wifi Tram at Doorstep,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6626,ReadySet Apartments on Little Collins,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6627,ReadySet Apartments at Glasshouse,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6628,"Modern 3 Bedroom Apt With FREE Parking, Netflix, Wifi & Welcome Wine by BnB Pro",YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6629,Four Seasons Home家四季客栈,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6630,Exclusive Stays - Mainpoint,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6631,Exclusive Stays - Prima Tower,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6632,ReadySet Apartments on Southbank Boulevard,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES
6633,ReadySet Apartments at Sentinel,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES
6634,ReadySet Apartments on Spencer,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
6635,ReadySet Apartments at Madison,NO,YES,YES,YES,NO,NO,YES,NO,YES,YES
6636,ReadySet Apartments at Lighthouse,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6637,ReadySet Apartments on King,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6638,Readyset Apartments at Liberty,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES
6639,Europa Melbourne,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES
6640,Barkly Backpackers,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES
6641,Bayside House,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES
6642,St Kilda Accommodation,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO
6643,Quest Melbourne Airport,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO
6644,St Kilda East backpackers' hostel,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES
6645,CARD Hôtel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6646,Port Royal Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6647,Lovely Studio near Sacré-Cœur,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6648,Confort à Maridor,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6649,Delphine,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6650,Champs Elysées deux pas de l Etoile Tour Eiffel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6651,Oasis urbain,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6652,Un bel appartement atypique,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6653,Nid perché au cœur de Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6654,La maison bleue,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6655,Place Wagram,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6656,Saint Dominique,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6657,Cosy studio 2P - Batignolles Pigalle,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6658,Appartement luxe 2 pièces proche Tour Eiffel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6659,Sweet Central-Paris Studio,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6660,La perle du Marais,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6661,Hotel Anya,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6662,Hotel d'Espagne,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6663,Hotel Korner Eiffel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6664,citizenM Paris Gare de Lyon,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6665,Hôtel Albert 1er,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6666,Appartement spacieux et lumineux à Montorgueil,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6667,Cosy apt Arc de Triomphe,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6668,"Holiday Inn Paris Gare de l'Est, an IHG Hotel",NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6669,303- Relaxez vous dans un studio de charme Paris 5,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6670,Hotel Inn Design Paris Place d’Italie (ex Timhotel),YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6671,Grand Hotel Francais,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6672,Hotel Eden Montmartre,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6673,Clery 31,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6674,Hotel Ariane Montparnasse by Patrick Hayat,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6675,Hôtel Saint Marcel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6676,Hotel CIS Paris Kellermann,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6677,Hotel Nation Montmartre,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6678,citizenM Paris Opera,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6679,Hôtel Liège Strasbourg,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6680,Au Pacific Hotel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6681,Hotel Terminus Montparnasse,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6682,Hotel de l'Aqueduc,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6683,OKKO Hotels Paris Rosa Parks,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6684,Hotel Mimosa Paris,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6685,Charmant studio rénové calme triangle d’Or Canal St Martin,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6686,Arian Hôtel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6687,Comfort Hotel Nation Père Lachaise,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6688,Hilton Garden Inn Paris La Villette,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6689,B&B HOTEL Paris 17 Batignolles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6690,Hôtel Brittany,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6691,BeautifulParis18,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6692,Best Western Ronceray Opéra,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6693,Prince Albert Lyon Bercy,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6694,ibis Paris Gare de Lyon Reuilly,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6695,Hotel Campanile Paris-Bercy Village,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6696,Hôtel Des Batignolles,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6697,Petit appartement Montmartre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6698,Nouvel Hôtel Eiffel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6699,"Holiday Inn Express Paris-Canal De La Villette, an IHG Hotel",YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6700,Zoku Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6701,Hôtel Prince Albert Concordia,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6702,HotelF1 Paris Saint Ouen Marché Aux Puces,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6703,Hotel Mirabeau Eiffel,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6704,Timhotel Paris Gare Montparnasse,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6705,Hôtel du Roussillon,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6706,Hotel des Bains,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6707,Hotel de Nesle,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6708,Westside Arc de Triomphe Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6709,Louisa Hotel Paris,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6710,"Holiday Inn Paris-Auteuil, an IHG Hotel",NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6711,Lovely studio 7th arr- Eiffel Tower/ Invalides,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6712,Hôtel Eiffel Rive Gauche,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6713,Hôtel Korner Etoile,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6714,Glasgow Monceau by Patrick Hayat,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6715,Chambre privée paris 16,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6716,Hotel le 18 Paris,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6717,Porte de Versailles Hotel,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6718,Hôtel R de Paris - Boutique Hotel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6719,Alberte Hôtel,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6720,Jack's Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6721,Hotel des Vosges,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6722,Hôtel de la Tour Eiffel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6723,Studio montorgueil centre,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6724,Appart'City Collection Paris Gare de Lyon,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6725,ibis Styles Paris Eiffel Cambronne,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6726,UCPA SPORT STATION HOSTEL PARIS,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6727,Cozy flat Paris centre,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6728,Hotel Armoni Paris,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6729,Hotel Etoile Saint Ferdinand by Happyculture,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6730,Hôtel Résidence De Bruxelles,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6731,Hôtel Sunny,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6732,"Appartement luxe Avenue Foch /Arc de Triomphe ,champs Elysées air conditionne 4P",YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6733,Grand Hotel Dore,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6734,Abaca Messidor by Happyculture,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6735,Hotel Splendor Elysées,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6736,Hotel Puy De Dôme,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6737,Tipi,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6738,Avalon Cosy Hotel Paris,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6739,Mercure Paris Place d'Italie,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6740,MIJE MARAIS,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6741,Relais Bergson,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6742,Hôtel Pastel Paris,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6743,Hotel Zora,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6744,Bell appartement de style au centre Paris,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6745,Lennon Hotel Paris Gare du Nord,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6746,Timhotel Tour Eiffel,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6747,LovelyParis——Studio au coeur de Paris 2,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6748,Hôtel AMI - Orso Hotels,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6749,Hotel Apolonia Paris Montmartre; Sure Hotel Collection by Best Western,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6750,Solar Hotel,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
6751,Hotel de L'Union,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES
6752,Le Bijou de Montmartre - au centre de paris,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO
6753,Libertel Canal Saint Martin,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
6754,Résidence du Pré,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
6755,Through apartment - Place de la Réunion,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES
